timestamp,page_id,qa_id,question,answer,rejection_reason,filter_name
2026-02-11T00:30:39.594037Z,00-14_maintena,00-14_maintena-q05,What is the group reference for replacing the main fuel filter?,Gr. 16,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-14_maintena,00-14_maintena-q06,Which group reference covers checking the clutch drive plate for wear?,Gr. 21,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-14_maintena,00-14_maintena-q07,What group reference is used for replacing manual transmission oil and transfer case oil for 325 iX?,Gr. 23,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-14_maintena,00-14_maintena-q08,Which group reference covers checking front wheel bearing play?,Gr. 31,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-14_maintena,00-14_maintena-q09,What is the group reference for checking automatic transmission oil level?,Gr. 24,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-14_maintena,00-14_maintena-q10,Which group reference is listed for the additional job of canoe timing belt service on M20 engines?,Gr. 11,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-001,00-torque-specs-001-q06,What information is typically found in a tightening torques section?,A tightening torques section typically contains specific torque values with their units for proper fastener installation.,generic_answer: typically,generic_answer
2026-02-11T00:30:39.594037Z,00-torque-specs-002,00-torque-specs-002-q02,"What is the μ total value for screws that are phosphatized, untreated or galvanized?",0.125,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-002,00-torque-specs-002-q06,What DIN standard applies to nuts with height of 0.8 x d?,DIN 934,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-003,00-torque-specs-003-q07,Which screw type has the highest torque specification on this page?,M5 12.9 with 10.0 Nm (ft. lbs.),self_referential: on this page,self_referential
2026-02-11T00:30:39.594037Z,00-torque-specs-004,00-torque-specs-004-q01,What is the maximum tightening torque for an M6 8.8 screw?,9.9 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-004,00-torque-specs-004-q02,What torque specification applies to M6 12.9 screws?,16.5 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-004,00-torque-specs-004-q03,What is the tightening torque for M7 8.8 thread screws?,14.8 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-004,00-torque-specs-004-q04,How much torque should be applied to M7 10.9 screws?,21.3 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-004,00-torque-specs-004-q05,What is the maximum tightening torque for M7 12.9 screws?,25.5 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-004,00-torque-specs-004-q07,What torque value is specified for M6 10.9 thread screws?,14.0 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-007,00-torque-specs-007-q10,What is the highest torque specification shown on this page?,147 Nm (ft. lbs.) for M12x1.5 12.9,self_referential: on this page,self_referential
2026-02-11T00:30:39.594037Z,00-torque-specs-011,00-torque-specs-011-q01,What is the torque specification for M10/M20/M30 main bearing screws?,60 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-011,00-torque-specs-011-q02,What torque value should be used for M21 main bearing screws?,65 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-011,00-torque-specs-011-q06,How does the torque angle differ between M10 and M11 main bearing screws?,"M10 main bearing screws require 70° torque angle, while M11 main bearing screws require 100° torque angle",invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-011,00-torque-specs-011-q07,What torque specification applies to all the initial torque steps shown in the table?,20 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-011,00-torque-specs-011-q08,Which engine types use the S38/S14/M40/M42/M43/M44/M50/M41/M51/S50/S50 US specification?,These engine types use M10 screws with no specific torque angle listed in the visible portion,invalid_question_type: application,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-012,00-torque-specs-012-q04,What is the difference in torque angle between engines with M10 and M11 main bearing screws for the M60/1/M60/2/M62?,"M10 main bearing screws require a 70° torque angle, while M11 main bearing screws require a 100° torque angle.",invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-012,00-torque-specs-012-q10,Which engine types require the highest torque angle specification?,Engines with M11 main bearing screws (M60/1/M60/2/M62) require the highest torque angle at 100°.,invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-013,00-torque-specs-013-q01,What is the torque specification for main bearing cap inclined bolts?,20 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-013,00-torque-specs-013-q03,What is the torque specification for threaded support sleeves?,10 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-013,00-torque-specs-013-q04,What are the two different torque values for struts/bracing shell fasteners?,43 Nm for M10 screws and 22 Nm for M8 screws,invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-013,00-torque-specs-013-q06,What torque should be applied to main oil duct screw plugs?,34 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-013,00-torque-specs-013-q07,What is the thread size for main oil duct screw plugs?,M16 x 1.5,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-013,00-torque-specs-013-q08,What is the torque specification for oil spray nozzle on engine block?,12 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-013,00-torque-specs-013-q09,Which engine types require the main bearing cap inclined bolt specifications?,M60/1/M60/2/M62/M70/S70/M73,invalid_question_type: application,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-014,00-torque-specs-014-q01,What is the initial torque specification for cylinder head bolts?,30 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-014,00-torque-specs-014-q03,What type of screw head should be used for cylinder head bolt repair work?,Torx head,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-015,00-torque-specs-015-q01,What is the initial torque specification for M21 cylinder head bolts?,50 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-015,00-torque-specs-015-q04,How long is the warm-running time required for M21 cylinder head bolts?,15 min,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-015,00-torque-specs-015-q05,What is the initial torque specification for M30 cylinder head bolts?,60 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-015,00-torque-specs-015-q07,What is the setting time required for M30 cylinder head bolts?,20 min,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-015,00-torque-specs-015-q08,What is the final torque specification for M30 cylinder head bolts after setting time?,80 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-015,00-torque-specs-015-q09,What is the warm-running time for M30 cylinder head bolts?,25 min,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-016,00-torque-specs-016-q01,What is the initial torque specification for cylinder head bolts on the 5AZ engine?,80 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-016,00-torque-specs-016-q02,How much should all cylinder head bolts be loosened before retorquing on the 5AZ engine?,1/2 turn,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-016,00-torque-specs-016-q03,What is the final torque specification after the torque angle steps for 5AZ cylinder head bolts?,50 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-016,00-torque-specs-016-q05,What is the warm-running time specification for the cylinder head bolt procedure?,25 min,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-016,00-torque-specs-016-q06,What is the torque specification for 6AZ cylinder head bolts with cast iron engine block?,30 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-016,00-torque-specs-016-q07,What is the difference in initial torque between 5AZ and 6AZ cylinder head bolts?,The 5AZ requires 80 Nm while the 6AZ requires 30 Nm,invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-016,00-torque-specs-016-q09,What is the torque specification for M52 aluminum engine block cylinder head bolts?,40 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-017,00-torque-specs-017-q01,What is the torque specification for cylinder head bolts?,30 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-018,00-torque-specs-018-q01,What is the torque specification for cylinder head bolts on the 7AZ engine?,30 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-018,00-torque-specs-018-q05,What is the initial torque specification for 8AZ cylinder head bolts?,30 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-019,00-torque-specs-019-q01,What is the final torque specification for S14/S38 B35 cylinder head bolts?,100 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-019,00-torque-specs-019-q03,How long is the setting time required during the cylinder head bolt installation sequence?,15 min,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-019,00-torque-specs-019-q04,What is the initial torque value for S38 B36/S38 B38 cylinder head bolts?,20 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-019,00-torque-specs-019-q08,What is the second torque value in the S14/S38 B35 cylinder head bolt sequence?,80 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-020,00-torque-specs-020-q01,What is the torque specification for the cylinder head cover M6 screws?,10 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-020,00-torque-specs-020-q02,What torque should be applied to M7 screws on the cylinder head cover?,15 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-020,00-torque-specs-020-q06,What is the torque specification for timing case to cylinder head M7 screws?,15 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-020,00-torque-specs-020-q07,What is the highest torque value specified on this page?,20 Nm for M8 screws on the timing case to cylinder head connection,self_referential: on this page,self_referential
2026-02-11T00:30:39.594037Z,00-torque-specs-020,00-torque-specs-020-q09,What screw size is used for the oil trap to cylinder head cover on M21 engines?,M8 screws,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-021,00-torque-specs-021-q06,Which component uses the highest torque specification on this page?,The M22 x 1.5 oil pan bolts require the highest torque at 60 Nm.,self_referential: on this page,self_referential
2026-02-11T00:30:39.594037Z,00-torque-specs-022,00-torque-specs-022-q01,What is the torque specification for M6 screws on the timing case and top and bottom timing case cover?,10 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-022,00-torque-specs-022-q02,What torque value should be used for M8 bolts on the front/rear end cover to crankcase?,22 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-022,00-torque-specs-022-q03,What is the highest torque specification shown on this page?,65 Nm for M42x1.5 bolts on timing case cover (M51/M41 engines),self_referential: on this page,self_referential
2026-02-11T00:30:39.594037Z,00-torque-specs-022,00-torque-specs-022-q05,What is the torque specification for the sealing plug or connector on timing case cover for M51/M41 engines?,30 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-022,00-torque-specs-022-q06,What thread pitch is specified for the sealing plug or connector on timing case cover?,M20x1.5,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-023,00-torque-specs-023-q02,What screw type is specified for the crankshaft increment wheel?,M5 10.9,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-024,00-torque-specs-024-q01,What is the torque specification for flywheel to crankshaft bolts on M60/1/M60/2/M62 Manual Transmission?,105 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-024,00-torque-specs-024-q02,What torque should be applied to new micro-encapsulated screws on M40/M42/M43/M44/M51 Automatic/M52 Automatic transmissions?,120 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-024,00-torque-specs-024-q03,What is the torque specification for new micro-encapsulated screws on all other transmissions?,105 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-025,00-torque-specs-025-q03,What is the torque specification for M30/S14/S38 B 35 engines with M24 x 1.5 screws?,440 Nm.,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-025,00-torque-specs-025-q08,What final torque value is applied after unfastening the screw one half turn on S38 B36 engines?,60 Nm.,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-026,00-torque-specs-026-q01,What is the torque specification for the vibration damper hub on crankshaft?,60 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-026,00-torque-specs-026-q02,What screw type is used for the S38 B38 vibration damper hub on crankshaft?,M12x1.5,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-026,00-torque-specs-026-q03,What screw type is specified for the S50 engine vibration damper?,M12x1.5,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-028,00-torque-specs-028-q01,What is the torque specification for M10/M30 connecting rod bolts?,55 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-028,00-torque-specs-028-q03,What is the final torque setting for M20/M21/M40/M41/M42/M43/M44/M50/M51/M52/S52/S50 US/M70/S70/M73 engines?,20 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-028,00-torque-specs-028-q06,What is the final torque specification for M60/1/M60/2/M62 engines?,20 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-028,00-torque-specs-028-q08,How does the torque angle differ between M20 series and M60 series engines?,M20 series engines require 70° while M60 series engines require 80°,invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-029,00-torque-specs-029-q01,What is the torque specification for connecting rod bolts marked S14?,55 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-029,00-torque-specs-029-q03,What is the main torque value for S38 connecting rod bolts?,30 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-029,00-torque-specs-029-q06,What is the final torque specification for S50 connecting rod bolts?,20 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-030,00-torque-specs-030-q03,What is the torque value for the screw plug for bearing pin?,20 Nm.,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-030,00-torque-specs-030-q07,What is the screw specification mentioned in the Measure column for the idler lever?,M10 10.9.,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-030,00-torque-specs-030-q08,How many different torque specifications are listed on this page?,Two torque specifications are listed: 90 Nm and 20 Nm.,self_referential: on this page,self_referential
2026-02-11T00:30:39.594037Z,00-torque-specs-031,00-torque-specs-031-q01,What is the torque specification for camshaft bearing cap screws with M6 threads?,10 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-031,00-torque-specs-031-q02,What torque should be applied to M10 sprocket to camshaft bolts on M20/M21/M40 engines?,65 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-031,00-torque-specs-031-q03,"For sprocket to camshaft flange bolts on M60/1/M60/2/M62 engines, what is the required torque?",15 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-031,00-torque-specs-031-q05,How much torque should be applied to the splined shaft to intake camshaft on M52/S52/S50 US/M50 VANOS engines?,40 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-031,00-torque-specs-031-q07,What thread specification is used for the splined shaft to intake camshaft on M52/S52/S50 US/M50 VANOS engines?,M14 x 1.5,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-031,00-torque-specs-031-q08,What is the initial torque specification for M51/M41 sprocket to camshaft before applying the torque angle?,20 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-033,00-torque-specs-033-q01,What is the torque specification for the clamping bolt in the rocker arm?,10 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-034,00-torque-specs-034-q01,What is the torque specification for the toothed belt pulley to intermediate shaft?,60 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-034,00-torque-specs-034-q03,What engine types does the intermediate shaft specification apply to?,M20/M21,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-034,00-torque-specs-034-q05,Which section number covers the intermediate shaft specifications?,11 35,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-034,00-torque-specs-034-q10,What is the document reference number shown on this page?,AZD11-21.frb,self_referential: on this page,self_referential
2026-02-11T00:30:39.594037Z,00-torque-specs-035,00-torque-specs-035-q05,What is the difference in torque between the filter screw on VANOS adjusting unit and the pressure line connection?,"The filter screw requires 12 Nm (M10x1) while the pressure line requires 20 Nm (M12x1), a difference of 8 Nm.",invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-035,00-torque-specs-035-q06,Which VANOS control unit cover requires higher torque - intake side or exhaust side?,The exhaust side cover requires higher torque at 13 Nm (M6 10.9) compared to the intake side at 5 Nm (M5).,invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-035,00-torque-specs-035-q09,What are the two different torque values specified for the cover for solenoid valve on VANOS control unit?,6 Nm for M5 8.8 screw (S50 B 30) and 8 Nm for M5 10.9 screw (S50 B 32).,invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-036,00-torque-specs-036-q01,What is the torque specification for the plug for pressure relief valve on M10/M30 engines?,40 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-036,00-torque-specs-036-q02,What torque should be applied to the M20 plug for pressure relief valve?,30 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-037,00-torque-specs-037-q01,What is the torque specification for M8 screws on the full flow oil filter cover?,22 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-037,00-torque-specs-037-q02,What torque should be applied to M10 screws on the oil filter and pipes?,33 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-037,00-torque-specs-037-q03,What is the torque specification for M12 screws in the oil filter system?,33 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-037,00-torque-specs-037-q04,What torque value is specified for the screwed-on cover?,25 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-037,00-torque-specs-037-q05,What is the torque specification for M8 screws on the oil filter housing and lines on crankcase?,22 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-037,00-torque-specs-037-q06,What torque should be applied to M20 x 1.5 fasteners in the oil filter system?,40 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-038,00-torque-specs-038-q06,What are the two different torque specifications for hollow bolts on the camshaft lubrication oil line?,"10 Nm for M8x1 hollow bolts and 5 Nm for M5 hollow bolts, both applicable to all engines.",invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-038,00-torque-specs-038-q07,Which component uses M21/S38 type screws according to this specification table?,The oil filter drain plug hollow bolt uses M21/S38 type screws.,invalid_question_type: application,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-038,00-torque-specs-038-q09,Which oil line component has the highest torque requirement?,The oil drain line on oil filter and upper section of oil pan (banjo bolt) has the highest torque requirement at 30 Nm.,invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-040,00-torque-specs-040-q01,What is the torque specification for M8 screws when installing the water pump to crankcase?,22 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-040,00-torque-specs-040-q02,What is the torque specification for M6 screws when installing the water pump to crankcase?,10 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-040,00-torque-specs-040-q04,What component is covered under section 11-30 of the engine specifications?,Engine,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-041,00-torque-specs-041-q01,What is the torque specification for the fan clutch coupling nut on the water pump?,40 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-041,00-torque-specs-041-q10,How many torque specifications are listed in the Fan subsection on this page?,One torque specification is listed - 40 Nm for the fan clutch coupling nut,self_referential: on this page,self_referential
2026-02-11T00:30:39.594037Z,00-torque-specs-042,00-torque-specs-042-q10,What unit of measurement is used for all torque specifications on this page?,All torque specifications on this page are measured in Nm (Newton meters).,self_referential: on this page,self_referential
2026-02-11T00:30:39.594037Z,00-torque-specs-043,00-torque-specs-043-q01,What is the torque specification for M8 screws on the intake manifold to cylinder head?,22 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-043,00-torque-specs-043-q02,What torque should be used for M7 screws on the intake manifold?,15 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-043,00-torque-specs-043-q03,What is the correct torque value for M6 screws on the intake manifold?,10 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-045,00-torque-specs-045-q01,What is the torque specification for exhaust manifold to cylinder head bolts when mounting on a new cylinder head or with new studs?,28 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-045,00-torque-specs-045-q02,What torque should be applied for subsequent mounting of the exhaust manifold?,15 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-045,00-torque-specs-045-q03,What is the retorque specification after 2000 km for the exhaust manifold bolts?,15 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-045,00-torque-specs-045-q10,What engine type is specified for the exhaust manifold torque specifications?,M30 Turbo,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-045,00-torque-specs-045-q07,What is the protrusion specification for long studs from the cylinder head?,98 ± 0.5 mm,question_similarity: 0.83 with 00-torque-specs-045-q06,question_diversity
2026-02-11T00:30:39.594037Z,00-torque-specs-047,00-torque-specs-047-q01,What is the torque specification for the vacuum pump on cylinder head M6 screws?,10 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-047,00-torque-specs-047-q03,What is the torque specification for M8 screws on the M51/M41 vacuum pump?,22 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-047,00-torque-specs-047-q04,What is the torque specification for M9 screws on the M51/M41 vacuum pump?,22 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-048,00-torque-specs-048-q01,What is the torque specification for the cap nut on the air intake tube?,30 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-048,00-torque-specs-048-q08,Which component in section 11 72 has the highest torque specification?,The cap nut on air intake tube at 30 Nm,invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-048,00-torque-specs-048-q09,Do the compression screw and lock nut have the same torque specification?,"Yes, both require 5 Nm",invalid_question_type: comparison,question_type
2026-02-11T00:30:39.594037Z,00-torque-specs-049,00-torque-specs-049-q01,What is the torque specification for the oxygen sensor and oxygen monitor sensor?,55 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-049,00-torque-specs-049-q08,What torque value should be applied when installing lambda oxygen sensors?,55 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-050,00-torque-specs-050-q01,What is the torque specification for M8 screws on the rubber mount to front axle carrier?,22 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-050,00-torque-specs-050-q02,What torque should I use for M10 screws on the rubber mount to engine console?,47 Nm,answer_too_short,answer_length
2026-02-11T00:30:39.594037Z,00-torque-specs-050,00-torque-specs-050-q03,What are the two different screw sizes used for the engine console to engine mounting?,M8 screws (22 Nm) and M10 screws (47 Nm),invalid_question_type: comparison,question_type
